ID,ACCOUNT_TYPE,LIMIT_BAL,GENDER,AGE,MARITAL_STATUS,EDUCATION,JOB_TYPE,HOUSING,LOAN,default payment in Jan 2022
X018146,Current account,260121,Male,29,Single,High school,Part-time,yes,no,0
X018147,Current account,159661,Male,33,Married,Secondary school,Part-time,yes,no,0
X018148,Current account,339464,Male,30,Married,Secondary school,Part-time,no,no,0
X018149,Current account,500952,Male,34,Divorced,High school,Part-time,no,no,0
X018150,Savings account,309630,Male,31,Divorced,College degree,Retired,no,no,0
X018151,Current account,359284,Male,32,Divorced,College degree,Management,yes,no,0
X018152,Salary account,110377,Male,36,Single,unknown,Unemployed,no,yes,1
X018153,Current account,389630,Male,36,Married,Primary school,Administration,yes,no,0
X018154,Current account,140580,Male,31,Married,High school,Part-time,no,no,0
X018155,Current account,29458,Male,34,Single,College degree,Management,yes,no,0
X018156,Salary account,200490,Male,35,Married,Vocational degree,Services,yes,no,0
X018157,Current account,109317,Male,42,Single,High school,Part-time,yes,no,0
X018158,Salary account,20448,Male,37,Married,Vocational degree,Technician,no,yes,0
X018159,Current account,209462,Male,41,Married,Middle school,Part-time,yes,no,0
X018160,Current account,379537,Male,42,Single,High school,House help,no,no,0
X018161,Salary account,69248,Male,44,Married,Vocational degree,Technician,yes,unknown,0
X018162,Salary account,19223,Male,30,Married,Vocational degree,Technician,yes,no,0
X018163,Current account,260455,Male,33,Married,Secondary school,Part-time,yes,no,0
X018164,Salary account,199209,Male,47,Married,Vocational degree,Technician,yes,no,0
X018165,Current account,189078,Male,38,Single,Secondary school,Business owner,yes,no,1
X018166,Salary account,50993,Male,42,Single,Vocational degree,Technician,no,yes,0
X018167,Salary account,20580,Male,33,Married,Vocational degree,Technician,no,no,0
X018168,Current account,400214,Male,50,Single,Secondary school,Administration,yes,no,0
X018169,Current account,279431,Male,51,Married,Secondary school,Part-time,no,no,0
X018170,Salary account,60726,Male,36,Married,High school,Services,no,unknown,1
X018171,Salary account,249085,Male,49,Married,Vocational degree,Technician,yes,yes,0
X018172,Current account,399049,Male,43,Married,High school,Part-time,yes,no,0
X018173,Current account,179694,Male,45,Married,Secondary school,Part-time,no,no,0
X018174,Salary account,49315,Male,44,Married,unknown,Services,no,no,0
X018175,Salary account,219005,Male,37,Single,Vocational degree,Services,no,no,0
X018176,Current account,50677,Male,36,Single,College degree,Management,yes,no,0
X018177,Current account,19450,Male,60,Married,Secondary school,Administration,no,no,0
X018178,Current account,100102,Male,43,Single,Primary school,Administration,no,no,0
X018179,Salary account,499070,Male,44,Divorced,Vocational degree,Technician,no,no,0
X018180,Savings account,119096,Male,40,Divorced,College degree,Retired,no,no,0
X018181,Salary account,360985,Male,36,Single,Vocational degree,Technician,no,no,0
X018182,Current account,440312,Male,50,Married,Primary school,Administration,yes,no,0
X018183,Current account,241000,Male,29,Married,Primary school,Administration,yes,no,0
X018184,Salary account,200947,Male,44,Married,Vocational degree,Technician,yes,yes,0
X018185,Current account,49369,Male,48,Married,Secondary school,Part-time,yes,no,0
X018186,Current account,259112,Male,44,Married,Primary school,Part-time,yes,no,1
X018187,Current account,300542,Male,36,Married,Secondary school,Business owner,yes,no,1
X018188,Current account,129085,Male,37,Single,High school,Part-time,no,no,0
X018189,Current account,49422,Male,49,Single,Secondary school,Business owner,yes,no,1
X018190,Current account,20774,Male,38,Single,High school,Part-time,yes,no,0
X018191,Salary account,19555,Male,35,Single,Vocational degree,Technician,no,yes,0
X018192,Current account,49444,Male,46,Divorced,High school,Part-time,yes,no,0
X018193,Current account,69845,Male,39,Married,Middle school,Business owner,no,no,1
X018194,Salary account,70991,Male,44,Single,Vocational degree,Technician,no,no,0
X018195,Current account,449784,Male,36,Married,Secondary school,Administration,yes,no,0
X018196,Current account,70111,Male,39,Married,Primary school,Administration,no,no,0
X018197,Current account,119532,Male,44,Single,Secondary school,Administration,no,no,0
X018198,Current account,80463,Male,35,Married,High school,Business owner,yes,no,0
X018199,Salary account,20471,Male,41,Single,Vocational degree,Technician,yes,yes,1
X018200,Current account,229658,Male,41,Married,High school,Part-time,yes,no,0
X018201,Current account,479204,Male,50,Married,High school,Part-time,yes,no,0
X018202,Current account,489089,Male,43,Single,High school,Business owner,yes,no,0
X018203,Current account,310534,Male,41,Married,College degree,Management,yes,no,0
X018204,Current account,100386,Male,35,Married,High school,Part-time,no,no,0
X018205,Savings account,260529,Male,39,Married,College degree,Retired,no,no,0
X018206,Current account,359028,Male,42,Single,Middle school,Administration,yes,no,0
X018207,Current account,500564,Male,47,Single,College degree,Management,yes,no,0
X018208,Current account,160447,Male,32,Married,High school,House help,yes,no,0
X018209,Salary account,360256,Male,32,Single,College degree,Entreprenuer,no,no,0
X018210,Salary account,319258,Male,36,Single,Vocational degree,Services,no,no,0
X018211,Salary account,210575,Male,44,Married,Vocational degree,Entreprenuer,yes,no,0
X018212,Salary account,140067,Male,43,Married,Vocational degree,Services,yes,no,0
X018213,Salary account,19312,Male,39,Married,College degree,Technician,unknown,yes,0
X018214,Salary account,299877,Male,50,Divorced,unknown,Unemployed,unknown,yes,0
X018215,Savings account,130759,Male,50,Married,College degree,Retired,yes,no,0
X018216,Current account,199859,Male,52,Divorced,High school,Part-time,no,no,0
X018217,Salary account,119324,Male,51,Single,High school,Entreprenuer,no,no,0
X018218,Current account,49187,Male,51,Divorced,Primary school,Administration,no,no,0
X018219,Salary account,179167,Male,49,Divorced,Vocational degree,Student,yes,no,0
X018220,Salary account,229802,Male,51,Married,Vocational degree,Technician,no,yes,0
X018221,Current account,9435,Male,48,Married,Secondary school,Administration,yes,no,0
X018222,Salary account,19164,Male,48,Single,High school,Entreprenuer,no,no,1
X018223,Salary account,199183,Male,50,Married,Vocational degree,Technician,no,no,0
X018224,Savings account,359610,Male,49,Married,College degree,Management,no,no,0
X018225,Current account,209598,Male,55,Single,High school,Part-time,no,no,0
X018226,Salary account,79650,Male,55,Married,High school,Entreprenuer,yes,no,1
X018227,Current account,59079,Male,53,Married,High school,Part-time,no,no,0
X018228,Current account,100082,Male,57,Married,College degree,Management,yes,no,0
X018229,Current account,19345,Male,60,Married,High school,Part-time,no,no,0
X018230,Salary account,50396,Male,55,Married,High school,Entreprenuer,yes,no,0
X018231,Current account,300351,Male,57,Single,Middle school,Administration,yes,no,0
X018232,Current account,139016,Male,48,Married,High school,House help,yes,no,0
X018233,Salary account,119921,Male,58,Married,Vocational degree,Student,yes,no,0
X018234,Savings account,399268,Male,55,Married,College degree,Retired,no,no,0
X018235,Current account,50675,Male,60,Married,Primary school,Administration,no,no,0
X018236,Savings account,89611,Male,55,Divorced,College degree,Entreprenuer,yes,no,0
X018237,Salary account,59332,Male,59,Married,Vocational degree,Technician,no,no,0
X018238,Current account,259513,Male,50,Single,High school,Part-time,no,no,0
X018239,Current account,80817,Male,54,Divorced,Primary school,Administration,yes,no,0
X018240,Current account,159663,Male,55,Divorced,Secondary school,Administration,yes,no,0
X018241,Salary account,10516,Male,53,Single,Vocational degree,Services,yes,no,0
X018242,Salary account,190850,Male,49,Married,Secondary school,Retired,no,no,0
X018243,Savings account,159377,Male,50,Single,College degree,Entreprenuer,yes,no,0
X018244,Savings account,19960,Male,49,Married,College degree,Retired,no,no,0
X018245,Salary account,299458,Male,56,Divorced,Vocational degree,Technician,no,no,0
X018246,Salary account,440943,Male,78,Single,Vocational degree,Technician,no,yes,0
X018247,Current account,49920,Male,55,Single,High school,Part-time,yes,no,0
X018248,Salary account,350573,Male,51,Single,Vocational degree,Services,unknown,no,0
X018249,Salary account,60523,Male,51,Single,Vocational degree,Services,no,no,0
X018250,Current account,49879,Male,48,Single,Middle school,Part-time,yes,no,0
X018251,Current account,29520,Male,50,Married,Middle school,Business owner,no,no,1
X018252,Current account,149706,Male,51,Single,High school,Part-time,yes,no,0
X018253,Current account,100187,Male,61,Married,Middle school,Part-time,yes,no,1
X018254,Current account,350225,Male,56,Married,Secondary school,Part-time,no,no,0
X018255,Current account,80709,Male,54,Divorced,High school,Part-time,yes,no,0
X018256,Current account,80157,Male,54,Married,Primary school,Administration,no,no,0
X018257,Savings account,10063,Male,53,Married,Primary school,Administration,yes,no,0
X018258,Salary account,209517,Male,67,Divorced,Secondary school,Retired,yes,no,0
X018259,Savings account,499268,Male,64,Married,College degree,Retired,yes,no,0
X018260,Savings account,19097,Male,62,Single,Primary school,Administration,no,no,0
X018261,Salary account,330248,Male,56,Divorced,Vocational degree,Technician,no,unknown,0
X018262,Current account,249801,Male,59,Married,Middle school,Administration,yes,no,0
X018263,Salary account,420948,Male,56,Single,Vocational degree,Student,yes,no,0
X018264,Salary account,90898,Male,54,Single,High school,Entreprenuer,yes,no,0
X018265,Current account,179275,Male,50,Married,High school,Part-time,yes,no,0
X018266,Current account,49401,Male,49,Married,Primary school,Administration,no,no,0
X018267,Current account,200369,Male,55,Married,Middle school,Part-time,no,no,0
X018268,Current account,100525,Male,62,Divorced,High school,Part-time,yes,no,0
X018269,Current account,149838,Male,56,Single,Primary school,Administration,yes,no,0
X018270,Current account,359571,Male,60,Married,Primary school,Administration,no,no,0
X018271,Savings account,50025,Male,58,Married,College degree,Retired,no,no,0
X018272,Current account,29674,Male,57,Divorced,High school,Business owner,yes,no,0
X018273,Current account,330957,Male,58,Married,Secondary school,Administration,yes,no,0
X018274,Salary account,70756,Male,45,Single,unknown,Unemployed,no,yes,1
X018275,Salary account,420502,Male,50,Married,Vocational degree,Technician,yes,yes,0
X018276,Salary account,130062,Male,50,Married,Vocational degree,Technician,yes,yes,0
X018277,Current account,200482,Male,53,Married,Secondary school,Part-time,yes,no,0
X018278,Salary account,180941,Male,59,Single,unknown,Unemployed,no,yes,1
X018279,Salary account,170570,Male,61,Married,High school,Services,no,no,1
X018280,Salary account,189103,Male,56,Married,unknown,unemployed,no,yes,0
X018281,Salary account,199668,Male,54,Married,Vocational degree,Services,no,no,0
X018282,Salary account,29413,Male,55,Married,High school,Technician,no,yes,0
X018283,Current account,460269,Male,55,Married,High school,Part-time,no,no,0
X018284,Current account,189647,Male,55,Single,Secondary school,Part-time,no,no,0
X018285,Current account,9240,Male,53,Married,Primary school,Administration,yes,no,0
X018286,Current account,89055,Male,55,Married,Primary school,Administration,yes,no,0
X018287,Salary account,440139,Male,56,Married,Vocational degree,Technician,yes,yes,0
X018288,Current account,479043,Male,60,Divorced,Secondary school,Administration,yes,no,0
X018289,Salary account,359229,Male,54,Single,Vocational degree,Services,no,no,0
X018290,Current account,499273,Male,67,Married,Secondary school,Administration,no,no,0
X018291,Current account,29272,Female,27,Married,High school,Part-time,no,no,0
X018292,Salary account,79195,Female,33,Divorced,Vocational degree,Technician,yes,yes,0
X018293,Current account,199419,Male,67,Married,Middle school,Part-time,no,no,1
X018294,Salary account,350221,Male,56,Married,Vocational degree,Technician,yes,yes,0
X018295,Salary account,149410,Male,53,Married,Vocational degree,Technician,yes,unknown,0
X018296,Current account,360791,Male,54,Divorced,Middle school,Part-time,yes,no,1
X018297,Current account,19000,Female,31,Married,Middle school,Part-time,yes,no,1
X018298,Salary account,309493,Female,48,Married,Vocational degree,Technician,yes,yes,0
X018299,Current account,199357,Female,33,Married,High school,Part-time,no,no,0
X018300,Current account,209030,Female,39,Married,Primary school,Administration,yes,no,0
X018301,Savings account,30794,Female,49,Married,College degree,Management,yes,no,0
X018302,Current account,110231,Female,31,Single,Secondary school,Part-time,yes,no,0
X018303,Current account,49857,Female,25,Married,Middle school,Administration,no,no,0
X018304,Current account,50051,Female,26,Single,Secondary school,Business owner,yes,no,1
X018305,Current account,49317,Female,35,Single,College degree,Management,yes,no,0
X018306,Salary account,20707,Female,25,Married,Vocational degree,Services,no,no,0
X018307,Current account,229465,Female,31,Single,College degree,Management,no,no,0
X018308,Current account,80531,Female,33,Married,College degree,Management,no,no,0
X018309,Salary account,149410,Female,55,Single,Vocational degree,Services,no,no,0
X018310,Salary account,239164,Female,26,Divorced,Vocational degree,Technician,no,no,0
X018311,Current account,450489,Female,36,Married,Middle school,Administration,no,no,0
X018312,Current account,180476,Female,24,Married,Primary school,Part-time,yes,no,0
X018313,Current account,29990,Female,24,Married,Middle school,Administration,no,no,0
X018314,Current account,50470,Female,21,Single,Primary school,Part-time,yes,no,1
X018315,Current account,19350,Female,33,Married,High school,Part-time,no,no,0
X018316,Savings account,150999,Female,26,Married,College degree,Retired,yes,no,0
X018317,Salary account,19027,Female,31,Divorced,High school,Services,no,no,1
X018318,Salary account,40255,Female,25,Married,High school,Entreprenuer,no,no,0
X018319,Current account,179376,Female,28,Single,Secondary school,Administration,no,no,0
X018320,Current account,79493,Female,29,Single,Middle school,Administration,yes,no,0
X018321,Current account,49386,Female,24,Single,Middle school,Administration,yes,no,0
X018322,Current account,479557,Female,31,Single,High school,House help,no,no,0
X018323,Current account,19736,Female,25,Married,Secondary school,Part-time,no,no,0
X018324,Current account,149845,Female,23,Single,Primary school,Administration,no,no,0
X018325,Salary account,20638,Female,,Married,Vocational degree,Services,yes,no,0
X018326,Current account,359049,Female,31,Married,High school,Part-time,no,no,0
X018327,Salary account,200758,Female,35,Married,High school,Services,yes,no,0
X018328,Salary account,19629,Female,28,Married,Vocational degree,Services,no,no,0
X018329,Current account,49821,Female,23,Married,High school,House help,yes,no,0
X018330,Salary account,70891,Female,25,Married,Vocational degree,Technician,no,yes,1
X018331,Salary account,119936,Female,21,Single,Vocational degree,Technician,no,no,0
X018332,Current account,49308,Female,47,Married,Primary school,Administration,yes,no,0
X018333,Salary account,310865,Female,37,Married,Vocational degree,Technician,yes,yes,0
X018334,Current account,60335,Female,26,Married,High school,Part-time,yes,no,0
X018335,Savings account,20501,Female,22,Married,College degree,Retired,yes,no,0
X018336,Salary account,20526,Female,23,Divorced,High school,Services,yes,unknown,1
X018337,Current account,49314,Female,21,Married,Secondary school,House help,yes,no,1
X018338,Salary account,79701,Female,20,Single,College degree,Entreprenuer,yes,no,0
X018339,Salary account,19889,Female,23,Married,Vocational degree,Services,yes,no,0
X018340,Current account,20584,Female,23,Married,Primary school,Part-time,yes,no,0
X018341,Current account,9453,Female,25,Single,Secondary school,Part-time,no,no,0
X018342,Salary account,20553,Female,22,Married,Vocational degree,Technician,no,yes,0
X018343,Current account,20872,Female,21,Single,High school,Business owner,yes,no,0
X018344,Current account,30060,Female,24,Divorced,Primary school,Administration,no,no,0
X018345,Savings account,19375,Female,22,Single,College degree,Retired,yes,no,0
X018346,Salary account,20061,Female,24,Married,Vocational degree,Services,no,no,0
X018347,Current account,19066,Female,24,Married,Primary school,Administration,no,no,0
X018348,Current account,49427,Female,22,Married,High school,Part-time,yes,no,0
X018349,Current account,50286,Female,24,Married,College degree,Management,yes,no,0
X018350,Current account,50468,Female,25,Single,Secondary school,Business owner,no,no,0
X018351,Current account,19114,Female,23,Married,Middle school,Part-time,yes,no,1
X018352,Salary account,20034,Female,22,Married,College degree,Technician,no,yes,0
X018353,Current account,80584,Female,23,Married,High school,Part-time,no,no,0
X018354,Savings account,80443,Female,25,Single,College degree,Retired,no,no,0
X018355,Current account,129688,Female,21,Married,Secondary school,Administration,no,no,0
X018356,Salary account,199505,Female,23,Single,Vocational degree,Services,yes,no,0
X018357,Current account,50106,Female,26,Divorced,High school,Part-time,no,no,0
X018358,Salary account,20576,Female,20,Single,Vocational degree,Technician,yes,yes,0
X018359,Salary account,20200,Female,23,Married,unknown,Unemployed,yes,yes,0
X018360,Salary account,50816,Female,21,Married,High school,Technician,no,yes,0
X018361,Salary account,59690,Female,23,Divorced,Vocational degree,Services,no,no,0
X018362,Current account,130615,Female,23,Single,College degree,House help,no,no,0
X018363,Savings account,79653,Female,22,Divorced,Primary school,Administration,yes,no,0
X018364,Current account,169193,Female,34,Divorced,High school,Part-time,no,no,0
X018365,Current account,90451,Female,25,Married,High school,House help,no,no,0
X018366,Salary account,20075,Female,21,Divorced,College degree,Entreprenuer,yes,no,0
X018367,Current account,20695,Female,24,Married,High school,Part-time,yes,no,0
X018368,Current account,80402,Female,25,Married,Secondary school,Part-time,no,no,0
X018369,Salary account,29990,Female,24,Divorced,High school,Entreprenuer,yes,no,1
X018370,Current account,29067,Female,23,Divorced,Secondary school,Administration,no,no,0
X018371,Salary account,29308,Female,24,Single,High school,Services,no,no,0
X018372,Current account,150435,Female,24,Married,Secondary school,Administration,yes,no,0
X018373,Salary account,49101,Female,25,Married,Secondary school,Management,no,no,1
X018374,Current account,79699,Female,21,Married,High school,Part-time,unknown,no,0
X018375,Salary account,29038,Female,24,Divorced,High school,Entreprenuer,yes,no,0
X018376,Savings account,59779,Female,23,Single,Primary school,Part-time,yes,no,1
X018377,Current account,100712,Female,21,Single,High school,Part-time,no,no,0
X018378,Current account,140553,Female,22,Single,High school,Part-time,no,no,0
X018379,Current account,140893,Female,23,Married,High school,Part-time,yes,no,0
X018380,Current account,70354,Female,24,Single,Secondary school,Part-time,yes,no,0
X018381,Current account,69785,Female,21,Divorced,Middle school,Administration,yes,no,0
X018382,Salary account,29550,Female,27,Married,Vocational degree,Technician,yes,yes,1
X018383,Salary account,49787,Female,20,Married,High school,Entreprenuer,yes,no,1
X018384,Salary account,50555,Female,20,Married,Secondary school,Retired,no,no,1
X018385,Current account,30414,Female,23,Single,High school,Business owner,yes,no,0
X018386,Savings account,29805,Female,22,Single,Primary school,Part-time,no,no,0
X018387,Salary account,29319,Female,23,Married,Vocational degree,Technician,yes,unknown,0
X018388,Salary account,20599,Female,25,Divorced,unknown,unemployed,unknown,yes,0
X018389,Current account,60864,Female,21,Married,High school,Part-time,no,no,0
X018390,Current account,199269,Female,23,Married,Secondary school,Part-time,no,no,0
X018391,Salary account,79555,Female,23,Married,Secondary school,Management,yes,no,0
X018392,Current account,169346,Female,25,Married,Secondary school,Administration,no,no,0
X018393,Savings account,229988,Female,23,Married,Primary school,Administration,no,no,1
X018394,Current account,90939,Female,22,Single,Middle school,Business owner,yes,no,1
X018395,Salary account,289719,Female,24,Married,Vocational degree,Technician,yes,yes,1
X018396,Salary account,59028,Female,23,Divorced,unknown,unemployed,yes,yes,0
X018397,Salary account,20812,Female,23,Married,Vocational degree,Technician,yes,yes,0
X018398,Savings account,49064,Female,25,Married,College degree,Retired,yes,no,0
X018399,Salary account,210277,Female,25,Single,Vocational degree,Technician,no,yes,0
X018400,Current account,290487,Female,30,Married,Secondary school,Part-time,no,no,0
X018401,Salary account,90594,Female,21,Married,Vocational degree,Services,no,no,0
X018402,Salary account,50921,Female,25,Single,Vocational degree,Technician,unknown,yes,0
X018403,Current account,50427,Female,25,Married,Middle school,Administration,no,no,0
X018404,Salary account,19212,Female,22,Married,unknown,unemployed,yes,yes,0
X018405,Current account,359388,Female,25,Divorced,High school,Part-time,no,no,0
X018406,Salary account,230244,Female,24,Single,Vocational degree,Technician,no,no,0
X018407,Current account,29104,Female,25,Married,College degree,Management,no,no,0
X018408,Current account,30785,Female,23,Single,High school,Part-time,no,no,0
X018409,Current account,70118,Female,23,Single,Middle school,Administration,no,no,0
X018410,Savings account,19736,Female,27,Single,Primary school,Part-time,no,no,0
X018411,Salary account,79158,Female,25,Single,Vocational degree,Technician,no,yes,0
X018412,Savings account,79889,Female,24,Married,College degree,Retired,yes,no,0
X018413,Current account,49588,Female,23,Single,Middle school,Administration,yes,no,0
X018414,Current account,30037,Female,21,Married,High school,Part-time,no,no,0
X018415,Salary account,29584,Female,23,Married,Vocational degree,Services,no,no,0
X018416,Salary account,69983,Female,21,Married,unknown,unemployed,yes,yes,0
X018417,Current account,30171,Female,25,Married,Secondary school,Administration,no,no,0
X018418,Current account,109731,Female,23,Married,High school,Business owner,unknown,no,0
X018419,Salary account,159244,Female,22,Divorced,Vocational degree,Services,no,no,0
X018420,Savings account,30359,Female,22,Single,Primary school,Administration,yes,no,1
X018421,Salary account,39102,Female,22,Married,High school,Services,yes,no,1
X018422,Salary account,160141,Female,26,Married,unknown,Unemployed,yes,yes,0
X018423,Salary account,49632,Female,23,Single,Vocational degree,Technician,yes,yes,1
X018424,Salary account,160283,Female,23,Married,High school,Student,no,yes,0
X018425,Current account,29117,Female,24,Single,High school,Part-time,yes,no,0
X018426,Current account,69194,Female,24,Married,Secondary school,Part-time,no,no,0
X018427,Current account,150229,Female,26,Married,High school,Part-time,yes,no,0
X018428,Current account,50891,Female,22,Single,Primary school,Administration,no,no,0
X018429,Current account,79992,Female,24,Married,High school,Part-time,no,no,0
X018430,Salary account,49996,Female,26,Single,High school,Technician,yes,yes,0
X018431,Salary account,49292,Female,23,Married,Vocational degree,Technician,yes,yes,0
X018432,Salary account,29618,Female,26,Married,Vocational degree,Technician,no,yes,0
X018433,Salary account,250950,Female,25,Single,Vocational degree,Technician,no,yes,0
X018434,Current account,70703,Female,24,Single,Secondary school,Part-time,no,no,0
X018435,Current account,150132,Female,25,Married,Middle school,Administration,no,no,0
X018436,Current account,319238,Female,26,Divorced,High school,Part-time,yes,no,0
X018437,Current account,79223,Female,26,Married,Primary school,Administration,no,no,0
X018438,Current account,30283,Female,24,Married,Middle school,Part-time,yes,no,1
X018439,Salary account,50516,Female,24,Married,Vocational degree,Technician,yes,yes,0
X018440,Current account,29225,Female,23,Married,High school,Part-time,yes,no,0
X018441,Current account,20223,Female,22,Married,College degree,Management,yes,no,0
X018442,Savings account,199836,Female,23,Divorced,Primary school,Administration,no,no,0
X018443,Salary account,20041,Female,21,Single,unknown,Unemployed,yes,yes,0
X018444,Salary account,99394,Female,22,Married,Vocational degree,Technician,no,yes,0
X018445,Salary account,20685,Female,24,Married,Secondary school,House help,no,no,0
X018446,Current account,130083,Female,24,Married,Middle school,Administration,yes,no,0
X018447,Current account,50128,Female,25,Married,Secondary school,Part-time,yes,no,0
X018448,Salary account,200156,Female,23,Married,High school,Entreprenuer,yes,no,1
X018449,Current account,19791,Female,25,Married,Middle school,Part-time,no,no,1
X018450,Salary account,20918,Female,25,Married,Vocational degree,Technician,no,no,0
X018451,Current account,100055,Female,27,Married,Secondary school,Administration,yes,no,0
X018452,Salary account,170267,Female,24,Married,Vocational degree,Services,no,no,0
X018453,Current account,79213,Female,21,Married,Secondary school,Part-time,yes,no,0
X018454,Savings account,129898,Female,26,Divorced,Primary school,Administration,no,no,0
X018455,Current account,50059,Female,25,Married,Middle school,Part-time,yes,no,1
X018456,Current account,280445,Female,28,Married,High school,Part-time,no,no,0
X018457,Current account,130928,Female,27,Married,Secondary school,Administration,no,no,0
X018458,Current account,149083,Female,28,Single,Secondary school,Part-time,no,no,0
X018459,Salary account,129924,Female,25,Married,unknown,unknown,yes,yes,0
X018460,Salary account,30781,Female,23,Single,Vocational degree,Services,no,no,0
X018461,Current account,49830,Female,21,Single,High school,Business owner,no,no,0
X018462,Salary account,119009,Female,26,Single,Vocational degree,Technician,no,unknown,0
X018463,Current account,29283,Female,23,Married,Secondary school,Administration,yes,no,0
X018464,Savings account,80217,Female,24,Single,College degree,Retired,no,no,0
X018465,Current account,79726,Female,21,Single,College degree,Management,yes,no,0
X018466,Savings account,20571,Female,24,Single,Primary school,Administration,yes,no,0
X018467,Current account,80488,Female,23,Single,High school,Business owner,no,no,0
X018468,Current account,30200,Female,25,Single,High school,Part-time,yes,no,0
X018469,Current account,119042,Female,25,Single,Secondary school,Administration,no,no,0
X018470,Current account,109223,Female,27,Single,Primary school,Administration,no,no,0
X018471,Salary account,70850,Female,24,Single,Vocational degree,Technician,no,yes,0
X018472,Salary account,299208,Female,24,Single,Vocational degree,Technician,yes,no,0
X018473,Current account,159065,Female,24,Married,High school,Part-time,no,no,0
X018474,Salary account,149576,Female,25,Married,Vocational degree,Technician,yes,yes,0
X018475,Salary account,209107,Female,49,Married,unknown,Unemployed,unknown,yes,1
X018476,Salary account,19777,Female,26,Married,Vocational degree,Services,no,no,0
X018477,Current account,239268,Female,24,Single,High school,Part-time,yes,no,0
X018478,Savings account,60462,Female,23,Single,College degree,Management,yes,no,0
X018479,Current account,20923,Female,26,Married,High school,House help,yes,no,0
X018480,Current account,130820,Female,24,Married,Primary school,Administration,yes,no,0
X018481,Current account,329596,Female,27,Married,High school,House help,yes,no,0
X018482,Salary account,49281,Female,24,Married,unknown,Technician,yes,yes,0
X018483,Salary account,110497,Female,26,Married,Vocational degree,Services,no,no,0
X018484,Current account,49639,Female,26,Married,College degree,Management,no,no,0
X018485,Current account,90517,Female,22,Married,Middle school,Administration,no,no,0
X018486,Salary account,130183,Female,24,Single,Vocational degree,Technician,yes,yes,0
X018487,Salary account,149311,Female,28,Single,Vocational degree,Entreprenuer,yes,no,0
X018488,Salary account,140832,Female,29,Married,Vocational degree,Technician,yes,yes,0
X018489,Current account,150707,Female,24,Married,College degree,Management,no,no,0
X018490,Savings account,50767,Female,28,Married,Primary school,Administration,no,no,0
X018491,Salary account,40740,Female,24,Single,Vocational degree,Technician,no,yes,1
X018492,Current account,170973,Female,27,Married,Secondary school,Administration,yes,no,0
X018493,Salary account,59134,Female,26,Married,Vocational degree,Technician,yes,yes,0
X018494,Current account,199644,Female,24,Married,Middle school,Administration,yes,no,0
X018495,Current account,80785,Female,26,Married,Primary school,Administration,no,no,0
X018496,Salary account,100674,Female,27,Married,Vocational degree,Technician,no,yes,0
X018497,Current account,170453,Female,26,Married,Primary school,Administration,no,no,0
X018498,Current account,140770,Female,27,Married,High school,Part-time,no,no,0
X018499,Current account,89171,Female,26,Married,Secondary school,Part-time,no,no,0
X018500,Salary account,70416,Female,25,Married,Vocational degree,Technician,no,yes,0
X018501,Current account,119230,Female,27,Married,Secondary school,Administration,yes,no,0
X018502,Current account,60136,Female,27,Married,Secondary school,Part-time,yes,no,0
X018503,Current account,149443,Female,28,Married,Primary school,Administration,yes,no,0
X018504,Salary account,49402,Female,23,Married,Vocational degree,Technician,no,no,0
X018505,Current account,79626,Female,25,Married,High school,Part-time,yes,no,0
X018506,Salary account,309755,Female,25,Single,Vocational degree,Services,yes,no,0
X018507,Salary account,50016,Female,24,Married,unknown,unemployed,yes,yes,0
X018508,Salary account,20475,Female,23,Married,unknown,Unemployed,unknown,yes,0
X018509,Salary account,80925,Female,24,Single,unknown,Unemployed,yes,yes,1
X018510,Salary account,179234,Female,27,Married,unknown,unemployed,unknown,yes,0
X018511,Salary account,50289,Female,24,Married,Vocational degree,Student,yes,no,0
X018512,Salary account,69433,Female,23,Married,Vocational degree,Technician,yes,yes,0
X018513,Salary account,19946,Female,23,Divorced,Vocational degree,Services,no,no,0
X018514,Savings account,59023,Female,23,Divorced,Primary school,Administration,yes,no,1
X018515,Current account,30960,Female,25,Married,High school,Part-time,no,no,0
X018516,Salary account,19244,Female,26,Single,Secondary school,Retired,no,no,0
X018517,Salary account,280441,Female,23,Married,Vocational degree,Services,yes,no,0
X018518,Current account,30390,Female,24,Married,College degree,Management,no,no,0
X018519,Current account,39364,Female,25,Single,Middle school,Part-time,yes,no,1
X018520,Current account,129935,Female,26,Divorced,High school,Part-time,yes,no,0
X018521,Current account,89621,Female,23,Married,Primary school,Administration,yes,no,0
X018522,Salary account,259612,Female,24,Married,Vocational degree,Technician,no,unknown,0
X018523,Current account,100355,Female,27,Married,Primary school,Part-time,yes,no,1
X018524,Salary account,50876,Female,23,Married,High school,Entreprenuer,yes,no,0
X018525,Current account,190664,Female,22,Married,High school,Part-time,no,no,0
X018526,Savings account,69040,Female,20,Married,College degree,Retired,yes,no,0
X018527,Current account,49934,Female,24,Divorced,High school,Part-time,no,no,0
X018528,Salary account,39276,Female,25,Married,Vocational degree,Services,yes,no,0
X018529,Current account,199576,Female,25,Single,Secondary school,Part-time,no,no,0
X018530,Salary account,100315,Female,27,Married,College degree,Entreprenuer,no,no,0
X018531,Current account,220268,Female,25,Married,High school,unknown,yes,no,0
X018532,Current account,199610,Female,27,Married,No education,House help,no,no,0
X018533,Salary account,49355,Female,27,Single,Vocational degree,Technician,no,no,0
