ID,1M_BA,2M_BA,3M_BA,4M_BA,5M_BA,6M_BA,default payment in Jan 2022
X017891,56010,57117,58492,58618,51639,51085,0
X017893,808,2444,1456,1730,1308,1870,0
X017894,6578,3395,2765,54252,60347,63317,0
X017895,189575,191714,180629,181237,180337,5410.11,0
X017896,3165,4962,7794,9961,9725,11575,0
X017897,41542,40555,39538,38501,38621,70705,0
X017898,87464,90208,93583,96183,99686,102888,0
X017899,10060,9861,9700,9786,10059,9877,0
X017900,32574,33278,34383,35579,35612,36400,0
X017901,52816,51355,0,0,0,0,0
X017902,11090,9942,9105,7929,1453,1641,0
X017903,0,0,0,0,2719,0,0
X017904,456,469,323,432,396,471,0
X017905,6007,4969,5805,17865,19386,20127,0
X017906,26766,21140,6432,2180,0,0,0
X017907,61798,62254,59876,60314,58036,55260,0
X017908,1392,5582,3865,3158,1570,345,1
X017909,69441,70610,71985,70104,72013,73849,1
X017910,14282,16433,15981,18097,17403,17934,0
X017912,8420,11127,12290,13972,15830,8548.2,0
X017913,151046,148086,147858,151380,106988,109377,0
X017914,62541,63788,65360,65082,64407,15001,0
X017915,7412,6152,3745,3038,3781,1264,0
X017916,38050,39525,40144,40818,41580,42227,1
X017917,86369,85660,87103,88838,49156,48300,0
X017918,73823,73119,67896,53985,47278,35463,0
X017919,87232,89310,91116,92056,89584,95249,1
X017920,24620,0,0,0,0,0,0
X017921,43873,39023,34797,18535,19675,17864,0
X017922,81762,82714,85458,90017,91174,89438,1
X017923,282792,281920,284479,284252,285544,282682,0
X017924,47043,46024,36293,11514,2587,5503,0
X017925,24223,26679,25858,28094,28772,28144,1
X017926,194701,194655,189923,194065,192696,189051,0
X017927,974,951,1011,1112,1049,1075,0
X017928,6755,9130,8885,9518,9543,9889,0
X017929,4076,2120,25770,11539,69962,22022,0
X017930,170049,174803,177700,182096,184032,186916,0
X017931,12168,13750,16658,16190,17506,19218,0
X017932,253962,237760,242391,235244,234114,225833,0
X017933,190438,194731,194136,195130,166735,167845,0
X017934,57480,55398,43554,33021,18591,14118,0
X017935,108372,111237,32187,33164,34156,34881,0
X017936,71744,71036,70872,68739,68040,68770,0
X017937,49384,48934,46290,47559,27040,28354,0
X017938,75828,93565,78635,53100,28975,24729,0
X017939,309153,314945,321979,166595,170037,174791,0
X017940,133293,134476,131722,107861,88696,85108,0
X017941,43350,44357,45394,44429,47022,1880.88,1
X017942,34989,36489,39098,40547,43031,46284,0
X017943,80289,47235,141541,97976,95947,79728,0
X017944,79927,77112,78542,79396,75278,78122,0
X017945,7734,9539,10615,11961,11358,12103,0
X017946,14524,15782,16950,17794,19364,17723,0
X017947,3486,4139,4541,5011,4357,3930,0
X017948,0,0,0,0,0,975,0
X017949,28981,29690,29093,29601,19820,18887,0
X017950,82305,74902,71977,68841,68679,68867,0
X017951,94464,92063,94826,92278,101759,36633.24,1
X017952,158869,139385,139957,140013,141464,149883,0
X017953,25470,25383,23290,23348,19682,18376,0
X017955,1461,1123,1076,1362,0,0,0
X017956,43336,43452,43327,42369,12336,9969,0
X017957,36002,34692,33297,31652,29468,29783,0
X017958,30064,538,1007,-31,44,38,0
X017959,21426,31068,40442,54779,78862,82399,0
X017960,67248,65501,69266,67583,72607,32673.15,0
X017961,32687,28084,32539,16306,8927,1981,0
X017962,130146,131389,137286,121824,71153,72849,0
X017963,112962,115329,118039,130284,126756,129497,0
X017964,71364,70460,131419,63869,52363,40933,1
X017965,18461,13653,9103,5917,4069,848,0
X017966,0,453,0,493,380,814,0
X017967,6360,6630,7731,8457,9279,1113.48,1
X017968,63511,62988,62268,61107,60453,58868,0
X017969,42653,6578,9312,2797,83469,0,0
X017970,45531,45645,45904,46258,10049,10746,0
X017971,61771,60703,61883,58770,-36090,-36186,0
X017972,0,0,0,0,0,0,0
X017973,4759,3509,0,0,0,1070,0
X017974,22261,21612,20941,23702,22918,25512,0
X017975,5668,5460,6233,7448,8223,7903,0
X017976,78116,62971,53069,52425,49177,50309,0
X017977,52484,47016,44257,32714,24212,20361,0
X017978,189650,183244,187366,192119,193535,196376,0
X017979,30376,28708,16256,15887,14275,17238,0
X017980,30846,16386,13637,10281,17553,16311,0
X017981,59627,61140,62553,63826,65147,69601,0
X017982,167076,170884,172454,159532,137431,136647,0
X017983,2008,3459,5418,0,0,0,0
X017984,2797,3530,4337,2707,3574,4050,0
X017985,54549,45494,40842,10758,1094,61086,0
X017986,213943,218077,225122,227601,121843,219329,0
X017987,6293,3289,1387,2724,2151,1018,0
X017988,135151,141265,116649,93006,55475,59286,0
X017989,42871,42831,45805,45727,45636,46554,1
X017990,79743,79900,79890,64260,47899,47947,0
X017991,95061,49086,50081,50299,29180,29033,0
X017992,43908,42483,17425,18143,18516,18958,0
X017993,186114,232603,312337,222370,223924,130677,0
X017994,26555,33392,36748,40771,44752,48949,0
X017995,16157,1122,0,21359,21702,22316,0
X017996,3077,3201,3207,3224,3116,3180,0
X017997,52478,40766,31156,25507,20482,29096,0
X017998,8882,2378,21722,-99,15962,-10,0
X017999,251671,264610,4465,5589,5807,6813,0
X018000,13146,13726,14257,14659,15396,16067,1
X018001,99720,101256,98803,90456,90586,92444,0
X018002,155884,159987,164919,95007,97925,99977,1
X018003,55849,44858,46875,48658,49400,51075,0
X018004,26199,37583,37049,38875,38330,38187,0
X018005,242245,276474,206897,169892,170596,152271,0
X018006,26407,30023,29185,31725,32514,31835,1
X018007,6139,4593,3828,6204,1864,3253,0
X018008,36610,34467,43076,43637,33711,33412,0
X018009,86781,84385,86166,88029,92683,91103,1
X018010,303684,299703,279519,286353,191184,194370,1
X018011,19540,18993,19921,20965,21406,22706,1
X018012,48557,48149,48638,47195,48298,49142,0
X018013,54452,57563,66092,64459,65444,66483,0
X018014,155437,159592,163983,168205,171792,175553,0
X018015,134032,144034,143721,118573,95159,93189,0
X018016,48621,34834,16229,12044,9826,10250,0
X018017,13213,14120,15670,14339,13604,13320,0
X018018,48084,48863,48963,33701,19475,19560,0
X018019,0,0,0,0,0,0,0
X018020,120301,121930,118590,131398,133179,130921,1
X018021,46609,49948,44004,44090,41253,36834,0
X018022,2139,0,0,0,0,0,0
X018023,33358,33615,34857,37253,39373,11811.9,1
X018024,0,0,883,0,0,0,0
X018025,45097,44790,35167,28936,28093,2958,0
X018026,16018,14401,9057,5121,5182,5236,0
X018027,114008,124257,125761,126296,127636,48501.68,1
X018028,412,478,392,400,318,345,0
X018029,7173,13569,11975,11498,10479,9465,0
X018030,279239,259494,25018,21651,18449,15165,0
X018031,53112,54164,55751,56867,58490,63176,0
X018032,35641,37082,38545,39576,40932,42175,0
X018033,24466,7684,16987,17183,14632,4425,0
X018034,204016,199289,211320,214424,215533,210901,1
X018035,961,4171,6658,2421,0,0,0
X018036,106986,98826,32012,18747,9934,10039,0
X018037,108944,105650,109066,112286,114584,114901,0
X018038,14138,15054,16424,18488,18816,19251,0
X018039,49429,50716,49743,52797,51202,54982,0
X018040,28778,30444,29714,28932,29454,29954,0
X018041,2807,2580,5408,21691,21028,20058,0
X018042,79268,71612,73376,69621,19864,83,0
X018043,45398,44433,45399,50457,50284,48191,0
X018044,50634,76672,78876,50232,30419,29926,0
X018045,4522,3464,3755,2525,2146,2424,0
X018046,28680,28693,30266,29246,28567,0,0
X018047,9466,9821,9589,804,1083,862,0
X018048,727,878,0,0,0,0,0
X018049,0,0,0,0,0,0,0
X018050,31044,33873,33088,34125,34919,36078,0
X018051,47477,49298,51190,52666,54323,56099,0
X018052,0,4451,0,3578,2819,2923,0
X018053,212663,192922,174096,163870,120751,236404,0
X018054,5081,5695,0,0,0,0,0
X018055,158810,152551,143572,146172,73780,137395,0
X018056,47763,48023,45818,44223,41017,43672,0
X018057,21386,20566,3674,18929,6849,5932,0
X018058,5129,7701,8584,8329,8694,8767,1
X018059,54007,52867,51743,50318,49631,49740,0
X018060,607,1561,632,21309,16654,7841,0
X018061,225679,228800,232759,187280,129812,123616,0
X018062,64225,64247,4213,145559,148056,126888,0
X018063,15143,14723,21193,21405,20744,22419,0
X018064,0,321,-53,4042,3975,789,0
X018065,2624,12184,11609,12100,2236,2366,1
X018066,3453,2087,5116,3355,269,2915,0
X018067,72434,74685,76020,77223,75389,78948,0
X018068,44172,39526,36818,33952,30867,29383,0
X018069,16687,5959,388,-159,-39,-166,0
X018070,140928,140855,138181,141604,110489,111547,0
X018071,1223,1230,1330,1171,1197,1217,0
X018072,48463,49381,49830,50651,52678,53556,0
X018073,8308,8969,7935,5794,5587,5662,0
X018074,86405,88496,81803,84342,80254,80558,0
X018075,38932,40233,38413,39225,40411,38400,1
X018076,49441,49641,51066,20115,19330,19257,0
X018077,44410,45168,47889,46357,46020,50707,0
X018078,227892,228086,220467,190191,192701,9635.05,0
X018079,260736,228532,232752,208065,194600,201047,0
X018080,49439,50572,49200,49735,18280,19287,0
X018081,54350,55568,56778,56343,48545,45598,0
X018082,96295,78879,74289,70527,61480,65414,0
X018083,39505,40821,41926,42994,44045,45178,0
X018084,0,4937,2415,0,0,3030,0
X018085,0,0,0,0,0,0,0
X018086,1201,2283,2041,641,0,0,0
X018087,314,1265,-31,1768,0,0,1
X018088,18274,24353,11463,2384,0,0,0
X018089,139911,132858,135759,121845,111419,107464,0
X018090,151684,139178,92629,86429,79512,80848,0
X018091,1350,1395,1006,9276,186075,188649,0
X018092,188600,353493,152049,139059,136687,137645,0
X018093,87966,85349,84062,59735,80875,27410,1
X018094,245300,236985,242853,226918,233043,239320,0
X018095,985,1097,1110,1104,1148,642.88,1
X018096,113854,103795,90851,78899,57721,35533,0
X018097,225,250,1607,1470,0,0,0
X018098,48121,15345,12547,29114,17896,18587,0
X018099,5632,46870,45888,48756,49409,50593,0
X018100,26091,25353,24602,23835,28774,27774,1
X018101,2557,0,0,0,0,0,0
X018102,154133,172578,168373,164215,174447,17444.7,0
X018103,57415,58424,55831,54830,58057,57352,0
X018104,369,0,0,0,0,14299,0
X018105,0,0,0,0,0,0,0
X018106,223107,211427,200687,136314,16993,37002,0
X018107,163075,140502,96237,64439,100629,75960,0
X018108,9437,37824,31342,22472,16441,-2539,0
X018109,259526,213744,220282,225538,105674,111350,0
X018110,41486,42552,44835,45663,46460,47371,0
X018111,65111,69567,67801,69152,73339,72088,1
X018112,0,144,0,0,0,0,0
X018113,81262,78757,69135,69545,69489,69743,0
X018114,0,0,0,0,0,0,1
X018115,22409,23088,20501,21434,21545,22194,0
X018116,6281,9904,-157194,167006,164135,166340,0
X018117,4043,6397,7552,7617,7267,7662,1
X018118,151479,148413,153349,145394,119091,115339,0
X018119,185950,169403,163601,115927,111513,120830,0
X018120,95305,97259,99464,87974,59271,56553,0
X018121,83761,88949,77128,70529,65859,58421,0
X018122,6844,2616,6670,-1744,3297,1553,0
X018123,53294,57214,52793,56276,57346,56194,0
X018124,34663,35535,36778,39027,37211,38084,0
X018125,219437,221096,224555,255238,259564,283677,0
X018126,184,1215,0,285,0,0,0
X018127,75903,89101,89025,62810,64422,82829,0
X018128,91369,88470,89098,91129,29489,29757,0
X018129,4333,5409,6277,0,0,0,0
X018130,42584,44512,46583,48736,49478,50678,1
X018131,87776,84270,54079,51799,50287,48768,0
X018132,4044,7595,154395,9627,11458,3901,0
X018133,201063,176928,136430,126023,114966,105838,0
X018134,10930,4134,3095,1383,382,5342,1
X018135,0,0,0,0,0,0,0
X018136,1106,963,1038,1100,986,1020,1
X018137,45566,49380,47003,45845,45259,6231,0
X018138,34081,38138,42597,44520,45638,46565,0
X018139,183494,191351,192212,136900,99339,98687,0
X018140,85636,63798,61677,50181,18851,18944,0
X018141,171257,175408,179052,183136,207389,204181,0
X018142,47636,36744,9810,624,53684,25256,0
X018143,8061,10656,11268,11942,3484,1637.48,0
X018144,3339,22435,12778,11764,184606,168290,0
X018145,8948,209,6042,34391,23416,-1803,0
X018146,3070,3189,2839,2741,2438,869,0
X018147,50841,53902,55891,59810,61706,65917,0
X018148,85289,66510,62894,53245,50245,57060,0
X018149,65751,65110,62888,49347,41180,28098,0
X018150,310303,301798,225005,234266,222117,224560,0
X018151,1447,3890,-78,3049,21804,3798,0
X018152,36078,37320,38347,39090,40139,40999,1
X018153,8084,7751,8022,-61,1934,3059,0
X018154,4973,447,0,796,0,0,0
X018155,28093,28932,29329,29558,27738,16354,0
X018156,-226,339,170,651,262,-185,0
X018157,101796,101909,105872,103105,42222,43463,0
X018158,20620,17118,15742,17774,18195,0,0
X018159,85641,87622,90393,90785,91807,93847,0
X018160,2502,38966,6252,19874,12274,2710,0
X018161,25275,24802,24200,0,0,0,0
X018162,14519,11335,7198,8048,2586,1703,0
X018163,2088,678,98,135,460,465,0
X018164,53700,54327,55089,55772,56376,57173,0
X018165,154435,142483,119223,99783,101815,8145.2,1
X018166,47340,47485,46592,17025,10642,9558,0
X018167,17109,17460,15348,16507,12211,14490,0
X018168,657,1425,33944,44216,56488,752,0
X018169,236089,242924,243558,215808,189828,161836,0
X018170,32972,32238,25020,24353,25160,28203,1
X018171,0,0,0,0,0,0,0
X018172,11383,5764,5226,6459,5158,428,0
X018173,97690,95240,99453,77855,65499,66651,0
X018174,51171,43101,30170,0,0,0,0
X018175,103253,91230,81755,79511,76973,78813,0
X018176,2982,0,4179,0,6545,2653,0
X018177,1843,1660,-722,1180,719,0,0
X018178,11605,11023,12320,4404,3012,1526,0
X018179,48589,49582,50925,52117,52908,53855,0
X018180,531,0,0,948,976,1632,0
X018181,-101,8189,1604,4979,2601,633,0
X018182,23405,24298,24113,23314,24682,16419,0
X018183,14081,8009,2088,7748,1284,2944,0
X018184,3658,1752,5089,1079,1047,4386,0
X018185,4261,1578,3055,0,0,1390,0
X018186,790,4502,3884,119556,109364,2187.28,1
X018187,142399,146643,153162,154838,156642,10964.94,1
X018188,902,1550,480,1342,921,499,0
X018189,4955,6855,8081,9998,9739,4479.94,1
X018190,18812,18957,20193,19948,-107,16561,0
X018191,16797,17861,20095,28759,14366,18706,0
X018192,43551,44516,45585,46581,47022,47367,0
X018193,33504,36274,37352,38492,37500,39869,1
X018194,68762,69636,70189,69935,50964,48438,0
X018195,322432,301549,290142,281707,289506,262345,0
X018196,5396,6419,7562,8571,9125,9520,0
X018197,123848,121245,116588,119168,116503,119501,0
X018198,32483,23249,31417,430,3872,3958,0
X018199,8531,10090,10499,11915,11528,11178,1
X018200,26632,27444,28211,33234,38459,42450,0
X018201,449335,456606,424935,325739,320773,325880,0
X018202,283577,245830,230373,215522,176598,170636,0
X018203,286500,262791,210654,210967,126477,102932,0
X018204,68076,64121,65318,73149,73949,44821,0
X018205,248968,248788,245403,169644,165029,151220,0
X018206,-938,7542,6150,2418,8577,10056,0
X018207,-558,-380,196,20628,23994,23980,0
X018208,0,95,1300,770,0,0,0
X018209,304909,301361,258056,255267,233975,235924,0
X018210,154111,14478,303239,310804,318340,269021,0
X018211,0,1233,996,2091,425,5347,0
X018212,44734,45820,48213,50321,51909,53153,0
X018213,13316,14391,15375,16430,16912,17270,0
X018214,301797,230606,306184,291269,241608,193108,0
X018215,122004,127696,129625,126919,99818,98122,0
X018216,119668,127870,128524,114960,117342,105504,0
X018217,137940,128990,126603,123597,96013,88131,0
X018218,49783,51166,50119,10621,10047,9559,0
X018219,40246,41615,45019,50201,52272,55526,0
X018220,0,0,0,0,0,0,0
X018221,4604,6436,9103,8859,8561,9868,0
X018222,13436,13326,19256,18468,18125,19010,1
X018223,111582,113948,116461,120445,121437,121566,0
X018224,3330,1670,1722,1809,1440,1050,0
X018225,170763,174122,177893,181023,184702,188834,0
X018226,6403,8980,9779,9470,9902,5941.2,1
X018227,27229,27852,28638,29061,29260,29535,0
X018228,50926,53784,54052,52276,55171,55830,0
X018229,17131,16444,17218,16748,17941,18298,0
X018230,35029,34253,39133,38286,37404,39701,0
X018231,110398,102617,103794,99321,101631,617,0
X018232,143116,139087,147125,139940,136849,130018,0
X018233,68726,68820,49942,51494,0,0,0
X018234,17267,161028,192055,20583,18289,15651,0
X018235,7768,7532,7279,6905,5859,4058,0
X018236,58466,60127,61918,60703,22127,29782,0
X018237,59644,47767,35050,34181,27210,26591,0
X018238,62536,67545,69410,71308,73165,75001,0
X018239,27240,29506,31753,30898,31880,0,0
X018240,-45,-155,140170,141948,143287,146371,0
X018241,7217,8254,10490,10078,9947,0,0
X018242,19923,19351,21779,21124,22772,22155,0
X018243,131093,129586,135694,132535,124720,127676,0
X018244,16000,15521,18036,17419,17296,17735,0
X018245,0,246,1287,11262,284,819,0
X018246,429290,437944,447381,447120,438108,447640,0
X018247,48715,47666,48600,49455,19560,19769,0
X018248,348838,326637,228843,198744,193847,154491,0
X018249,59682,59898,48200,42733,40581,40549,0
X018250,10570,11885,13046,13774,14489,2318.24,0
X018251,30219,28672,29096,29288,29757,27501,1
X018252,227728,356260,247664,239737,242708,39453,0
X018253,4843,8402,8122,5789,3949,2665,1
X018254,3316,11727,12964,39275,5508,14855,0
X018255,75145,76833,77462,21146,22164,23364,0
X018256,80086,79881,81544,75848,49877,51423,0
X018257,7908,7637,8306,9035,9939,3876.21,0
X018258,729,455,458,314,783,377,0
X018259,0,0,0,0,1886,1758,0
X018260,18659,17980,17503,16863,21418,20483,0
X018261,3011,2301,1896,912,3898,1508,0
X018262,1734,2494,-95,604,580,0,0
X018263,1076,1614,727,13284,12452,8335,0
X018264,24702,26323,27476,27865,26216,26027,0
X018265,77382,74090,75727,72103,70383,71301,0
X018266,47830,48446,46471,45427,18718,19065,0
X018267,0,2976,0,0,0,6703,0
X018268,61172,59948,58942,52815,46635,49038,0
X018269,0,822,4560,100975,3233,2171,0
X018270,5971,7322,6983,7190,1867,19517,0
X018271,51907,51210,51029,52126,49447,49123,0
X018272,23533,22796,23904,26956,28586,27943,0
X018273,288,1517,419,296,7070,5785,0
X018274,27905,29148,34601,33742,35253,37428,1
X018275,57890,962,0,288021,291841,299328,0
X018276,124035,126536,130804,132159,52746,53467,0
X018277,184577,182554,180018,180655,76289,71454,0
X018278,36069,37167,36250,38842,39482,40385,1
X018279,44595,45405,46320,47220,47742,49262,1
X018280,187325,186237,186026,170852,97937,94590,0
X018281,7177,4795,4696,15004,8489,5544,0
X018282,13617,14807,15883,16731,17724,7444.08,0
X018283,5337,8265,76645,75145,76525,78303,0
X018284,205803,201294,197068,192889,161353,156659,0
X018285,3689,5169,8134,8328,7863,8131,0
X018286,10651,10809,11041,11108,15216,19382,0
X018287,8478,0,300,8477,1296,813,0
X018288,470249,472141,475491,466697,469572,398253,0
X018289,21982,7657,1260,2035,1009,1076,0
X018290,1231,253,15259,3311,8349,75,0
X018291,23272,23145,19018,19669,15334,14106,0
X018292,706,357,788,473,348,320,0
X018293,406,773,393,406,351,828,1
X018294,1873,0,1645,0,0,0,0
X018295,1555,832,0,544,685,0,0
X018296,0,0,0,0,0,0,1
X018297,15829,15439,16380,17208,17502,700.08,1
X018298,290290,296751,303721,226649,224928,228840,0
X018299,3066,1466,1797,4153,6119,1651,0
X018300,160373,144287,123726,112817,97380,9837,0
X018301,15930,17761,19194,20273,21034,21866,0
X018302,0,0,0,0,0,0,0
X018303,14072,11316,4347,3039,1895,16920,0
X018304,4181,1033,220,-562,-573,-923,1
X018305,32797,34294,35152,34813,35534,36411,0
X018306,16961,17627,18585,18239,7863,8224,0
X018307,324,676,2486,2272,1243,213,0
X018308,16089,19570,23279,27456,31162,37623,0
X018309,2320,5321,497,9563,3826,1822,0
X018310,1498,2638,766,0,0,0,0
X018311,3965,2503,0,-106,14500,-25,0
X018312,404,400,309,393,235,281,0
X018313,24387,25416,26488,27070,27758,28254,0
X018314,48630,49551,47342,42620,19645,20193,1
X018315,17744,18786,18176,20133,19456,40132,0
X018316,-29,-77,-78,-15,7916,0,0
X018317,5675,6685,7623,8410,8689,8933,1
X018318,40652,40648,40289,39448,41370,40689,0
X018319,1643,244,8890,19636,14153,9093,0
X018320,78628,78272,80060,82118,78505,79029,0
X018321,45321,47317,44096,36470,28403,24604,0
X018322,3579,37952,5815,9157,4981,2139,0
X018323,19322,17491,18139,19147,18322,18789,0
X018324,1447,2147,0,0,0,0,0
X018326,0,0,0,0,0,0,0
X018327,8813,8620,14653,157550,143699,79034.45,0
X018328,4656,3660,20412,13391,9155,7361,0
X018329,18086,4096,0,219,28546,23964,0
X018330,64816,63883,63290,28013,28428,12792.6,1
X018331,116250,115582,109053,83581,22378,32117,0
X018332,13430,15142,16166,17652,7433,7794,0
X018333,157087,160524,170327,175197,177854,181924,0
X018334,54187,55343,56185,57164,53745,54748,0
X018335,22988,22128,20932,19429,19123,19943,0
X018336,6894,6658,7789,9108,10920,10491,1
X018337,3532,4564,7732,12088,3710,1966.3,1
X018338,18461,19570,14338,15305,14691,14342,0
X018339,17064,17902,18882,19699,19861,19948,0
X018340,19656,19370,15507,1508,450,0,0
X018341,7671,8557,9010,1312,9576,9012,0
X018342,17545,17445,25753,13047,9588,9280,0
X018343,18408,12996,12490,14201,14157,16178,0
X018344,18428,18909,14937,2967,4173,1218,0
X018345,2826,3187,681,0,7273,6488,0
X018346,18510,2070,7745,5350,10736,3497,0
X018347,15648,15147,16093,17199,19263,18703,0
X018348,51855,50500,31019,14101,19119,19515,0
X018349,8974,10197,13718,14795,16556,18263,0
X018350,3149,5382,8340,14023,22108,8843.2,0
X018351,10336,3149,102,2873,0,0,1
X018352,8654,8297,8038,7732,8134,10130,0
X018353,328,297,415,358,734,554,0
X018354,43360,42404,42398,43315,40467,43388,0
X018355,64,0,0,0,0,0,0
X018356,662,1131,0,448,1969,23322,0
X018357,27327,50391,40746,13775,9506,350,0
X018358,12570,14940,14443,16371,15952,17172,0
X018359,15683,15768,15371,16281,10216,1123.76,0
X018360,44960,41087,31873,28571,26672,24801,0
X018361,9397,9191,43396,34490,28742,25991,0
X018362,8524,511,11258,7871,16613,16043,0
X018363,1156,0,32420,0,0,0,0
X018364,156610,160956,163060,165552,168418,129159,0
X018365,18514,23133,24133,25592,27389,24425,0
X018366,3392,11537,10720,4303,4210,16554,0
X018367,1259,0,163,1228,1526,0,0
X018368,38492,27583,23420,21616,14624,11825,0
X018369,26483,27518,30031,28885,30135,28528,1
X018370,18384,21036,20711,18890,19516,19235,0
X018371,15072,16044,15449,17184,18416,552.48,0
X018372,878,66402,66230,65323,61683,64283,0
X018373,40681,48413,47306,11151,-2946,48181,1
X018374,-1652,74968,3602,2233,445,785,0
X018375,21029,12130,5775,5037,674,2412,0
X018376,26627,29364,28634,30827,31609,32385,1
X018377,42467,43492,44436,45743,54851,56070,0
X018378,35247,26245,27856,29191,20057,24294,0
X018379,1176,876,392,0,2570,92,0
X018380,30927,31841,33388,34444,35125,35710,0
X018381,34979,19267,20021,22925,23116,23113,0
X018382,21562,21001,23620,23075,26069,11209.67,1
X018383,1188,1322,2175,1613,1264,811,1
X018384,49572,49509,50225,48939,29828,26134,1
X018385,23176,24183,25520,26641,28206,28556,0
X018386,28424,28197,29050,30033,22907,22155,0
X018387,0,0,0,838,0,0,0
X018388,11679,11954,12699,13466,8280,8389,0
X018389,60922,60531,58194,60635,44951,37989,0
X018390,72917,73775,56172,57823,58309,60132,0
X018391,0,0,0,0,787,1884,0
X018392,15668,14520,15481,13793,14832,10187,0
X018393,254,273,357,12541,836,125.4,1
X018394,14129,13497,12281,12888,11887,118.87,1
X018395,262380,180883,162010,143588,375568,222522,1
X018396,8160,6982,4045,3958,4760,6161,0
X018397,18338,19600,18961,20309,19617,17825,0
X018398,25552,26533,27589,28480,28711,29192,0
X018399,10081,14692,16667,21042,19404,3410,0
X018400,140861,130169,131281,124642,127226,129293,0
X018401,29358,26044,27065,27850,28122,29936,0
X018402,37248,32850,20766,4424,2847,2014,0
X018403,32221,65405,33425,20879,15842,16095,0
X018404,1440,1316,2321,2605,5012,229,0
X018405,37893,1980,3729,8579,7019,5785,0
X018406,34927,36049,18615,12063,13183,13290,0
X018407,20086,21305,18166,14521,11064,10462,0
X018408,17389,27086,28379,29501,27905,29766,0
X018409,45820,38326,38923,38286,28802,16464,0
X018410,18727,20076,20235,16556,0,0,0
X018411,345,0,0,0,0,0,0
X018412,80718,79450,80715,79730,78612,79732,0
X018413,49171,50073,96943,48720,19229,19763,0
X018414,13647,10371,19815,26187,26891,27312,0
X018415,28018,30528,29791,29696,20987,1913,0
X018416,53450,49202,49653,44660,31163,31021,0
X018417,30672,28734,30452,28849,26888,27245,0
X018418,9725,-1232,65082,66007,54246,51789,0
X018419,55636,52028,35076,26509,17624,9249,0
X018420,29441,27601,31066,31313,30498,31139,1
X018421,18927,20106,21019,22421,22440,8078.4,1
X018422,0,995,2079,3068,0,0,0
X018423,34094,35085,35957,36730,37417,19082.67,1
X018424,77951,78862,79618,49729,235,314,0
X018425,3014,298,1902,2441,0,858,0
X018426,64685,63078,64420,62834,63384,65120,0
X018427,12779,475,206,1603,478,0,0
X018428,46448,34438,26878,27718,29675,26907,0
X018429,79333,77480,78507,47938,52303,49698,0
X018430,35823,36386,37923,38955,41203,40473,0
X018431,54548,53630,53712,51754,34997,33478,0
X018432,26325,25812,27492,27806,27650,28608,0
X018433,324260,308491,294238,278869,270043,265742,0
X018434,2920,0,0,0,0,0,0
X018435,248,408,63864,59837,59313,57861,0
X018436,179962,183477,187341,187931,191399,41029,0
X018437,11595,5278,4544,5448,0,0,0
X018438,11224,13331,13741,14602,14748,2802.12,1
X018439,47159,51005,50188,44653,4623,3939,0
X018440,33130,32675,32276,31961,30919,29865,0
X018441,8958,9761,0,0,0,0,0
X018442,108120,111317,113719,110901,110578,103712,0
X018443,12924,13969,14720,16740,16174,18131,0
X018444,84059,83229,81362,82977,84937,94376,0
X018445,18105,19021,18448,19889,19245,19629,0
X018446,10155,50961,44317,43387,38957,36645,0
X018447,42301,43511,44390,45455,46277,47702,0
X018448,149814,140599,96214,76172,37209,24513,1
X018449,0,0,0,0,0,0,1
X018450,7036,1453,1994,2523,2482,3996,0
X018451,3195,2926,4495,840,575,889,0
X018452,64049,54375,55652,59058,50600,15912,0
X018453,48226,48846,41418,36756,27712,27776,0
X018454,1720,3556,660,-151,-151,-108,0
X018455,50043,51224,48028,49063,28510,29085,1
X018456,26011,27001,28152,29161,29922,30649,0
X018457,3444,-133,243,2819,4735,5056,0
X018458,9357,11936,-5159,20647,0,0,0
X018459,0,0,0,0,0,1300,0
X018460,20221,24865,24134,25495,26317,30735,0
X018461,51024,50984,48471,49897,34274,19900,0
X018462,89164,87962,82868,73228,72994,68673,0
X018463,28128,28613,30487,28953,29270,29872,0
X018464,69901,71261,72781,74239,75784,77522,0
X018465,1196,2561,161,-2201,2105,6436,0
X018466,15690,20111,19491,20077,19896,20147,0
X018467,360,412,347,375,0,69,0
X018468,25232,26208,29031,28218,28554,30448,0
X018469,6466,4921,6444,6819,5655,2828,0
X018470,104796,107898,93695,0,0,0,0
X018471,64898,61801,62085,38338,39021,39736,0
X018472,0,8981,3996,0,1039,1616,0
X018473,5454,15077,15911,12230,16347,7922,0
X018474,44597,43638,44898,44273,38095,32964,0
X018475,2304,572,2620,3674,3761,4178,1
X018476,16935,17700,18876,19732,19964,3432,0
X018477,150919,141363,128909,124153,113036,114045,0
X018478,975,7418,7260,6748,6275,6931,0
X018479,7689,13998,14421,17884,17201,16680,0
X018480,136961,133289,133201,131586,101657,101611,0
X018481,117987,197685,25623,9384,6387,15772,0
X018482,48343,49056,50776,49607,0,0,0
X018483,67763,64416,63484,65447,66764,68773,0
X018484,44836,45819,46883,48024,48711,50278,0
X018485,24104,0,0,0,0,0,0
X018486,131241,123351,132464,133771,134149,131951,0
X018487,92709,91257,99610,99903,0,0,0
X018488,603,0,0,0,0,0,0
X018489,143275,137866,139573,99900,100800,103330,0
X018490,48413,48222,25270,15692,3075,0,0
X018491,6180,7860,8891,3176,381,819,1
X018492,164718,162591,166136,162013,167252,161228,0
